source,alpha,target,status
France,PRT,Portugal,VF
France,QAT,Qatar,90
France,ROU,Romania,VF
France,RUS,Russia,VR
France,RWA,Rwanda,ETA
France,KNA,Saint Kitts and Nevis,90
France,LCA,Saint Lucia,90
France,VCT,Saint Vincent and the Grenadines,90
France,WSM,Samoa,90
France,SMR,San Marino,VF
France,STP,Sao Tome and Principe,15
France,SAU,Saudi Arabia,ETA
France,SEN,Senegal,90
France,SRB,Serbia,90
France,SYC,Seychelles,ETA
France,SLE,Sierra Leone,ETA
France,SGP,Singapore,90
France,SVK,Slovakia,VF
France,SVN,Slovenia,VF
France,SLB,Solomon Islands,90
France,SOM,Somalia,ETA
France,ZAF,South Africa,90
France,KOR,South Korea,90
France,ESP,Spain,VF
France,LKA,Sri Lanka,VOA
France,SDN,Sudan,VR
France,SUR,Suriname,ETA
France,SWZ,Swaziland,30
France,SWE,Sweden,VF
France,CHE,Switzerland,VF
France,SYR,Syria,VR
France,TWN,Taiwan,90
France,TJK,Tajikistan,ETA
France,TZA,Tanzania,ETA
France,THA,Thailand,30
France,TLS,Timor-Leste,90
France,TGO,Togo,ETA
France,TON,Tonga,90
France,TTO,Trinidad and Tobago,90
France,TUN,Tunisia,90
France,TUR,Turkey,90
France,TKM,Turkmenistan,VR
France,TUV,Tuvalu,90
France,UGA,Uganda,ETA
France,UKR,Ukraine,90
France,ARE,United Arab Emirates,90
France,GBR,UK,VF
France,USA,USA,VOA
France,URY,Uruguay,90
France,UZB,Uzbekistan,30
France,VUT,Vanuatu,90
France,VAT,Vatican,VF
France,VEN,Venezuela,90
France,VNM,Vietnam,15
France,YEM,Yemen,VR
France,ZMB,Zambia,ETA
France,ZWE,Zimbabwe,ETA
Gabon,AFG,Afghanistan,VR
Gabon,ALB,Albania,VR
Gabon,DZA,Algeria,VR
Gabon,AND,Andorra,VR
Gabon,AGO,Angola,VR
Gabon,ATG,Antigua and Barbuda,VR
Gabon,ARG,Argentina,VR
Gabon,ARM,Armenia,VR
Gabon,AUS,Australia,VR
Gabon,AUT,Austria,VR
Gabon,AZE,Azerbaijan,VR
Gabon,BHS,Bahamas,VR
Gabon,BHR,Bahrain,VR
Gabon,BGD,Bangladesh,90
Gabon,BRB,Barbados,VR
Gabon,BLR,Belarus,VR
Gabon,BEL,Belgium,VR
Gabon,BLZ,Belize,VR
Gabon,BEN,Benin,90
Gabon,BTN,Bhutan,VR
Gabon,BOL,Bolivia,ETA
Gabon,BIH,Bosnia and Herzegovina,VR
Gabon,BWA,Botswana,VR
Gabon,BRA,Brazil,VR
Gabon,BRN,Brunei,VR
Gabon,BGR,Bulgaria,VR
Gabon,BFA,Burkina Faso,VR
Gabon,BDI,Burundi,VR
Gabon,KHM,Cambodia,ETA
Gabon,CMR,Cameroon,90
Gabon,CAN,Canada,VR
Gabon,CPV,Cape Verde,ETA
Gabon,CAF,Central African Republic,90
Gabon,TCD,Chad,90
Gabon,CHL,Chile,VR
Gabon,CHN,China,VR
Gabon,COL,Colombia,VR
Gabon,COM,Comoros,ETA
Gabon,COG,Republic of Congo,90
Gabon,CRI,Costa Rica,VR
Gabon,HRV,Croatia,VR
Gabon,CUB,Cuba,ETA
Gabon,CYP,Cyprus,VR
Gabon,CZE,Czech Republic,VR
Gabon,COD,Democratic Republic of the Congo,VR
Gabon,DNK,Denmark,VR
Gabon,DJI,Djibouti,ETA
Gabon,DOM,Dominican Republic,VR
Gabon,ECU,Ecuador,90
Gabon,EGY,Egypt,VR
Gabon,SLV,El Salvador,VR
Gabon,GNQ,Equatorial Guinea,VR
Gabon,ERI,Eritrea,VR
Gabon,EST,Estonia,VR
Gabon,ETH,Ethiopia,ETA
Gabon,FJI,Fiji,VR
Gabon,FIN,Finland,VR
Gabon,FRA,France,VR
Gabon,GMB,Gambia,90
Gabon,GEO,Georgia,VR
Gabon,DEU,Germany,VR
Gabon,GHA,Ghana,ETA
Gabon,GRC,Greece,VR
Gabon,GRD,Grenada,VR
Gabon,GTM,Guatemala,VR
Gabon,GIN,Guinea,ETA
Gabon,GUY,Guyana,VR
Gabon,HTI,Haiti,90
Gabon,HND,Honduras,VR
Gabon,HKG,China:Hong Kong,14
Gabon,HUN,Hungary,VR
Gabon,ISL,Iceland,VR
Gabon,IND,India,VOA
Gabon,IDN,Indonesia,30
Gabon,IRN,Iran,ETA
Gabon,IRQ,Iraq,VR
Gabon,IRL,Ireland,VR
Gabon,ISR,Israel,VR
Gabon,ITA,Italy,VR
Gabon,CIV,Ivory Coast,VOA
Gabon,JAM,Jamaica,VR
Gabon,JPN,Japan,VR
Gabon,JOR,Jordan,VR
Gabon,KAZ,Kazakhstan,VR
Gabon,KEN,Kenya,ETA
Gabon,KIR,Kiribati,VR
Gabon,KWT,Kuwait,VR
Gabon,KGZ,Kyrgyzstan,VR
Gabon,LAO,Laos,ETA
Gabon,LVA,Latvia,VR
Gabon,LBN,Lebanon,VR
Gabon,LSO,Lesotho,ETA
Gabon,LBR,Liberia,VR
Gabon,LBY,Libya,VR
Gabon,LIE,Liechtenstein,VR
Gabon,LTU,Lithuania,VR
Gabon,LUX,Luxembourg,VR
Gabon,MAC,China:Macao,ETA
Gabon,MDG,Madagascar,ETA
Gabon,MWI,Malawi,ETA
Gabon,MYS,Malaysia,30
Gabon,MDV,Maldives,ETA
Gabon,MLI,Mali,VR
Gabon,MLT,Malta,VR
Gabon,MHL,Marshall Islands,VR
Gabon,MRT,Mauritania,ETA
Gabon,MUS,Mauritius,90
Gabon,MEX,Mexico,VR
Gabon,FSM,Micronesia,30
Gabon,MDA,Moldova,VR
Gabon,MCO,Monaco,VR
Gabon,MNG,Mongolia,VR
Gabon,MNE,Montenegro,VR
Gabon,MAR,Morocco,90
Gabon,MOZ,Mozambique,ETA
Gabon,MMR,Myanmar,VR
Gabon,NAM,Namibia,ETA
Gabon,NRU,Nauru,VR
Gabon,NPL,Nepal,ETA
Gabon,NLD,Netherlands,VR
Gabon,NZL,New Zealand,VR
Gabon,NIC,Nicaragua,ETA
Gabon,NGA,Nigeria,ETA
Gabon,PRK,North Korea,VR
Gabon,MKD,Macedonia,VR
Gabon,NOR,Norway,VR
Gabon,OMN,Oman,VR
Gabon,PAK,Pakistan,VR
Gabon,PLW,Palau,ETA
Gabon,PAN,Panama,180
Gabon,PNG,Papua New Guinea,VR
Gabon,PRY,Paraguay,VR
Gabon,PER,Peru,VR
Gabon,PHL,Philippines,30
Gabon,POL,Poland,VR
Gabon,PRT,Portugal,VR
Gabon,QAT,Qatar,ETA
Gabon,ROU,Romania,VR
Gabon,RUS,Russia,VR
Gabon,RWA,Rwanda,ETA
Gabon,KNA,Saint Kitts and Nevis,VR
Gabon,LCA,Saint Lucia,ETA
Gabon,VCT,Saint Vincent and the Grenadines,30
Gabon,WSM,Samoa,ETA
Gabon,SMR,San Marino,VR
Gabon,STP,Sao Tome and Principe,15
Gabon,SAU,Saudi Arabia,VR
Gabon,SEN,Senegal,ETA
Gabon,SRB,Serbia,VR
Gabon,SYC,Seychelles,ETA
Gabon,SLE,Sierra Leone,VR
Gabon,SGP,Singapore,30
Gabon,SVK,Slovakia,VR
Gabon,SVN,Slovenia,VR
Gabon,SLB,Solomon Islands,VR
Gabon,SOM,Somalia,ETA
Gabon,ZAF,South Africa,30
Gabon,KOR,South Korea,VR
Gabon,ESP,Spain,VR
Gabon,LKA,Sri Lanka,VR
Gabon,SDN,Sudan,VR
Gabon,SUR,Suriname,ETA
Gabon,SWZ,Swaziland,VR
Gabon,SWE,Sweden,VR
Gabon,CHE,Switzerland,VR
Gabon,SYR,Syria,VR
Gabon,TWN,Taiwan,VR
Gabon,TJK,Tajikistan,VR
Gabon,TZA,Tanzania,ETA
Gabon,THA,Thailand,VR
Gabon,TLS,Timor-Leste,ETA
Gabon,TGO,Togo,ETA
Gabon,TON,Tonga,VR
Gabon,TTO,Trinidad and Tobago,VR
Gabon,TUN,Tunisia,90
Gabon,TUR,Turkey,VR
Gabon,TKM,Turkmenistan,VR
Gabon,TUV,Tuvalu,ETA
Gabon,UGA,Uganda,ETA
Gabon,UKR,Ukraine,VR
Gabon,ARE,United Arab Emirates,VR
Gabon,GBR,UK,VR
Gabon,USA,USA,VR
Gabon,URY,Uruguay,VR
Gabon,UZB,Uzbekistan,ETA
Gabon,VUT,Vanuatu,VR
Gabon,VAT,Vatican,VR
Gabon,VEN,Venezuela,VR
Gabon,VNM,Vietnam,VR
Gabon,YEM,Yemen,VR
Gabon,ZMB,Zambia,VR
Gabon,ZWE,Zimbabwe,VR
Gambia,AFG,Afghanistan,VR
Gambia,ALB,Albania,VR
Gambia,DZA,Algeria,VR
Gambia,AND,Andorra,VR
Gambia,AGO,Angola,VR
Gambia,ATG,Antigua and Barbuda,VR
Gambia,ARG,Argentina,VR
Gambia,ARM,Armenia,VR
Gambia,AUS,Australia,VR
Gambia,AUT,Austria,VR
Gambia,AZE,Azerbaijan,VR
Gambia,BHS,Bahamas,90
Gambia,BHR,Bahrain,VR
Gambia,BGD,Bangladesh,90
Gambia,BRB,Barbados,180
Gambia,BLR,Belarus,VR
Gambia,BEL,Belgium,VR
Gambia,BLZ,Belize,VF
Gambia,BEN,Benin,90
Gambia,BTN,Bhutan,VR
Gambia,BOL,Bolivia,ETA
Gambia,BIH,Bosnia and Herzegovina,VR
Gambia,BWA,Botswana,90
Gambia,BRA,Brazil,VR
Gambia,BRN,Brunei,VR
Gambia,BGR,Bulgaria,VR
Gambia,BFA,Burkina Faso,VF
Gambia,BDI,Burundi,VR
Gambia,KHM,Cambodia,ETA
Gambia,CMR,Cameroon,VR
Gambia,CAN,Canada,VR
Gambia,CPV,Cape Verde,VF
Gambia,CAF,Central African Republic,VR
Gambia,TCD,Chad,VR
Gambia,CHL,Chile,VR
Gambia,CHN,China,VR
Gambia,COL,Colombia,VR
Gambia,COM,Comoros,ETA
Gambia,COG,Republic of Congo,VR
Gambia,CRI,Costa Rica,VR
Gambia,HRV,Croatia,VR
Gambia,CUB,Cuba,ETA
Gambia,CYP,Cyprus,VR
Gambia,CZE,Czech Republic,VR
Gambia,COD,Democratic Republic of the Congo,VR
Gambia,DNK,Denmark,VR
Gambia,DJI,Djibouti,ETA
Gambia,DOM,Dominican Republic,VR
Gambia,ECU,Ecuador,VR
Gambia,EGY,Egypt,VR
Gambia,SLV,El Salvador,VR
Gambia,GNQ,Equatorial Guinea,VR
Gambia,ERI,Eritrea,VR
Gambia,EST,Estonia,VR
Gambia,ETH,Ethiopia,ETA
Gambia,FJI,Fiji,120
Gambia,FIN,Finland,VR
Gambia,FRA,France,VR
Gambia,GAB,Gabon,ETA
Gambia,GEO,Georgia,VR
Gambia,DEU,Germany,VR
Gambia,GHA,Ghana,VF
Gambia,GRC,Greece,VR
Gambia,GRD,Grenada,90
Gambia,GTM,Guatemala,VR
Gambia,GIN,Guinea,VF
Gambia,GUY,Guyana,VR
Gambia,HTI,Haiti,90
Gambia,HND,Honduras,VR
Gambia,HKG,China:Hong Kong,VR
Gambia,HUN,Hungary,VR
Gambia,ISL,Iceland,VR
Gambia,IND,India,VOA
Gambia,IDN,Indonesia,30
Gambia,IRN,Iran,ETA
Gambia,IRQ,Iraq,VR
Gambia,IRL,Ireland,VR
Gambia,ISR,Israel,VR
Gambia,ITA,Italy,VR
Gambia,CIV,Ivory Coast,90
Gambia,JAM,Jamaica,VF
Gambia,JPN,Japan,VR
Gambia,JOR,Jordan,VR
Gambia,KAZ,Kazakhstan,VR
Gambia,KEN,Kenya,90
Gambia,KIR,Kiribati,VR
Gambia,KWT,Kuwait,VR
Gambia,KGZ,Kyrgyzstan,VR
Gambia,LAO,Laos,ETA
Gambia,LVA,Latvia,VR
Gambia,LBN,Lebanon,VR
Gambia,LSO,Lesotho,90
Gambia,LBR,Liberia,VF
Gambia,LBY,Libya,VR
Gambia,LIE,Liechtenstein,VR
Gambia,LTU,Lithuania,VR
Gambia,LUX,Luxembourg,VR
Gambia,MAC,China:Macao,ETA
Gambia,MDG,Madagascar,ETA
Gambia,MWI,Malawi,90
Gambia,MYS,Malaysia,30
Gambia,MDV,Maldives,ETA
Gambia,MLI,Mali,VF
Gambia,MLT,Malta,VR
Gambia,MHL,Marshall Islands,VR
Gambia,MRT,Mauritania,90
Gambia,MUS,Mauritius,90
Gambia,MEX,Mexico,VR
Gambia,FSM,Micronesia,30
Gambia,MDA,Moldova,VR
Gambia,MCO,Monaco,VR
Gambia,MNG,Mongolia,VR
Gambia,MNE,Montenegro,VR
Gambia,MAR,Morocco,VR
Gambia,MOZ,Mozambique,ETA
Gambia,MMR,Myanmar,VR
Gambia,NAM,Namibia,ETA
Gambia,NRU,Nauru,VR
Gambia,NPL,Nepal,ETA
Gambia,NLD,Netherlands,VR
Gambia,NZL,New Zealand,VR
Gambia,NIC,Nicaragua,ETA
Gambia,NGA,Nigeria,VF
Gambia,PRK,North Korea,VR
Gambia,MKD,Macedonia,VR
Gambia,NOR,Norway,VR
Gambia,OMN,Oman,VR
Gambia,PAK,Pakistan,VR
Gambia,PLW,Palau,ETA
Gambia,PAN,Panama,VR
Gambia,PNG,Papua New Guinea,VR
Gambia,PRY,Paraguay,VR
Gambia,PER,Peru,VR
Gambia,PHL,Philippines,30
Gambia,POL,Poland,VR
Gambia,PRT,Portugal,VR
Gambia,QAT,Qatar,ETA
Gambia,ROU,Romania,VR
Gambia,RUS,Russia,VR
Gambia,RWA,Rwanda,ETA
Gambia,KNA,Saint Kitts and Nevis,90
Gambia,LCA,Saint Lucia,ETA
Gambia,VCT,Saint Vincent and the Grenadines,30
Gambia,WSM,Samoa,ETA
Gambia,SMR,San Marino,VR
Gambia,STP,Sao Tome and Principe,VR
Gambia,SAU,Saudi Arabia,VR
Gambia,SEN,Senegal,90
Gambia,SRB,Serbia,VR
Gambia,SYC,Seychelles,ETA
Gambia,SLE,Sierra Leone,VF
Gambia,SGP,Singapore,30
Gambia,SVK,Slovakia,VR
Gambia,SVN,Slovenia,VR
Gambia,SLB,Solomon Islands,VR
Gambia,SOM,Somalia,ETA
Gambia,ZAF,South Africa,VR
Gambia,KOR,South Korea,VR
Gambia,ESP,Spain,VR
Gambia,LKA,Sri Lanka,VOA
Gambia,SDN,Sudan,VR
Gambia,SUR,Suriname,ETA
Gambia,SWZ,Swaziland,30
Gambia,SWE,Sweden,VR
Gambia,CHE,Switzerland,VR
Gambia,SYR,Syria,VR
Gambia,TWN,Taiwan,VR
Gambia,TJK,Tajikistan,VR
Gambia,TZA,Tanzania,90
Gambia,THA,Thailand,VR
Gambia,TLS,Timor-Leste,ETA
Gambia,TGO,Togo,VF
Gambia,TON,Tonga,VR
Gambia,TTO,Trinidad and Tobago,VF
Gambia,TUN,Tunisia,VF
Gambia,TUR,Turkey,VR
Gambia,TKM,Turkmenistan,VR
Gambia,TUV,Tuvalu,ETA
Gambia,UGA,Uganda,90
Gambia,UKR,Ukraine,VR
Gambia,ARE,United Arab Emirates,VR
Gambia,GBR,UK,VR
Gambia,USA,USA,VR
Gambia,URY,Uruguay,VR
Gambia,UZB,Uzbekistan,VR
Gambia,VUT,Vanuatu,30
Gambia,VAT,Vatican,VR
Gambia,VEN,Venezuela,VR
Gambia,VNM,Vietnam,VR
Gambia,YEM,Yemen,VR
Gambia,ZMB,Zambia,VR
Gambia,ZWE,Zimbabwe,VR
Georgia,AFG,Afghanistan,VR
Georgia,ALB,Albania,90
Georgia,DZA,Algeria,VR
Georgia,AND,Andorra,90
Georgia,AGO,Angola,VR
Georgia,ATG,Antigua and Barbuda,180
Georgia,ARG,Argentina,90
Georgia,ARM,Armenia,VF
Georgia,AUS,Australia,VR
Georgia,AUT,Austria,90
Georgia,AZE,Azerbaijan,90
Georgia,BHS,Bahamas,90
Georgia,BHR,Bahrain,ETA
Georgia,BGD,Bangladesh,ETA
Georgia,BRB,Barbados,28
Georgia,BLR,Belarus,VF
Georgia,BEL,Belgium,90
Georgia,BLZ,Belize,VR
Georgia,BEN,Benin,VR
Georgia,BTN,Bhutan,VR
Georgia,BOL,Bolivia,ETA
Georgia,BIH,Bosnia and Herzegovina,90
Georgia,BWA,Botswana,VR
Georgia,BRA,Brazil,90
Georgia,BRN,Brunei,VR
Georgia,BGR,Bulgaria,90
Georgia,BFA,Burkina Faso,VR
Georgia,BDI,Burundi,VR
Georgia,KHM,Cambodia,ETA
Georgia,CMR,Cameroon,VR
Georgia,CAN,Canada,VR
Georgia,CPV,Cape Verde,ETA
Georgia,CAF,Central African Republic,VR
Georgia,TCD,Chad,VR
Georgia,CHL,Chile,90
Georgia,CHN,China,VR
Georgia,COL,Colombia,90
Georgia,COM,Comoros,ETA
Georgia,COG,Republic of Congo,VR
Georgia,CRI,Costa Rica,VR
Georgia,HRV,Croatia,90
Georgia,CUB,Cuba,ETA
Georgia,CYP,Cyprus,90
Georgia,CZE,Czech Republic,90
Georgia,COD,Democratic Republic of the Congo,VR
Georgia,DNK,Denmark,90
Georgia,DJI,Djibouti,ETA
Georgia,DOM,Dominican Republic,VR
Georgia,ECU,Ecuador,90
Georgia,EGY,Egypt,ETA
Georgia,SLV,El Salvador,VR
Georgia,GNQ,Equatorial Guinea,VR
Georgia,ERI,Eritrea,VR
Georgia,EST,Estonia,90
Georgia,ETH,Ethiopia,ETA
Georgia,FJI,Fiji,VR
Georgia,FIN,Finland,90
Georgia,FRA,France,90
Georgia,GAB,Gabon,ETA
Georgia,GMB,Gambia,VR
Georgia,DEU,Germany,90
Georgia,GHA,Ghana,VR
Georgia,GRC,Greece,90
Georgia,GRD,Grenada,90
Georgia,GTM,Guatemala,VR
Georgia,GIN,Guinea,ETA
Georgia,GUY,Guyana,VR
Georgia,HTI,Haiti,90
Georgia,HND,Honduras,VR
Georgia,HKG,China:Hong Kong,VR
Georgia,HUN,Hungary,90
Georgia,ISL,Iceland,90
Georgia,IND,India,VOA
Georgia,IDN,Indonesia,30
Georgia,IRN,Iran,VF
Georgia,IRQ,Iraq,VR
Georgia,IRL,Ireland,VR
Georgia,ISR,Israel,90
Georgia,ITA,Italy,90
Georgia,CIV,Ivory Coast,VOA
Georgia,JAM,Jamaica,ETA
Georgia,JPN,Japan,VR
Georgia,JOR,Jordan,ETA
Georgia,KAZ,Kazakhstan,90
Georgia,KEN,Kenya,ETA
Georgia,KIR,Kiribati,VR
Georgia,KWT,Kuwait,ETA
Georgia,KGZ,Kyrgyzstan,VF
Georgia,LAO,Laos,ETA
Georgia,LVA,Latvia,90
Georgia,LBN,Lebanon,ETA
Georgia,LSO,Lesotho,ETA
Georgia,LBR,Liberia,VR
Georgia,LBY,Libya,VR
Georgia,LIE,Liechtenstein,90
Georgia,LTU,Lithuania,90
Georgia,LUX,Luxembourg,90
Georgia,MAC,China:Macao,ETA
Georgia,MDG,Madagascar,ETA
Georgia,MWI,Malawi,ETA
Georgia,MYS,Malaysia,30
Georgia,MDV,Maldives,ETA
Georgia,MLI,Mali,VR
Georgia,MLT,Malta,90
Georgia,MHL,Marshall Islands,ETA
Georgia,MRT,Mauritania,ETA
Georgia,MUS,Mauritius,90
Georgia,MEX,Mexico,VR
Georgia,FSM,Micronesia,30
Georgia,MDA,Moldova,90
Georgia,MCO,Monaco,90
Georgia,MNG,Mongolia,VR
Georgia,MNE,Montenegro,90
Georgia,MAR,Morocco,VR
Georgia,MOZ,Mozambique,ETA
Georgia,MMR,Myanmar,ETA
Georgia,NAM,Namibia,VR
Georgia,NRU,Nauru,VR
Georgia,NPL,Nepal,ETA
Georgia,NLD,Netherlands,90
Georgia,NZL,New Zealand,VR
Georgia,NIC,Nicaragua,ETA
Georgia,NGA,Nigeria,ETA
Georgia,PRK,North Korea,VR
Georgia,MKD,Macedonia,VR
Georgia,NOR,Norway,90
Georgia,OMN,Oman,ETA
Georgia,PAK,Pakistan,VR
Georgia,PLW,Palau,ETA
Georgia,PAN,Panama,180
Georgia,PNG,Papua New Guinea,VR
Georgia,PRY,Paraguay,VR
Georgia,PER,Peru,VR
Georgia,PHL,Philippines,VR
Georgia,POL,Poland,90
Georgia,PRT,Portugal,90
Georgia,QAT,Qatar,30
Georgia,ROU,Romania,90
Georgia,RUS,Russia,VR
Georgia,RWA,Rwanda,ETA
Georgia,KNA,Saint Kitts and Nevis,VR
Georgia,LCA,Saint Lucia,42
Georgia,VCT,Saint Vincent and the Grenadines,30
Georgia,WSM,Samoa,ETA
Georgia,SMR,San Marino,90
Georgia,STP,Sao Tome and Principe,VR
Georgia,SAU,Saudi Arabia,VR
Georgia,SEN,Senegal,ETA
Georgia,SRB,Serbia,30
Georgia,SYC,Seychelles,ETA
Georgia,SLE,Sierra Leone,ETA
Georgia,SGP,Singapore,VR
Georgia,SVK,Slovakia,90
Georgia,SVN,Slovenia,90
Georgia,SLB,Solomon Islands,VR
Georgia,SOM,Somalia,ETA
Georgia,ZAF,South Africa,VR
Georgia,KOR,South Korea,VR
Georgia,ESP,Spain,90
Georgia,LKA,Sri Lanka,VOA
Georgia,SDN,Sudan,VR
Georgia,SUR,Suriname,ETA
Georgia,SWZ,Swaziland,VR
Georgia,SWE,Sweden,90
Georgia,CHE,Switzerland,90
Georgia,SYR,Syria,VR
Georgia,TWN,Taiwan,VR
Georgia,TJK,Tajikistan,VF
Georgia,TZA,Tanzania,VR
Georgia,THA,Thailand,ETA
Georgia,TLS,Timor-Leste,ETA
Georgia,TGO,Togo,ETA
Georgia,TON,Tonga,VR
Georgia,TTO,Trinidad and Tobago,VR
Georgia,TUN,Tunisia,VR
Georgia,TUR,Turkey,90
Georgia,TKM,Turkmenistan,90
Georgia,TUV,Tuvalu,ETA
Georgia,UGA,Uganda,ETA
Georgia,UKR,Ukraine,90
Georgia,ARE,United Arab Emirates,VR
Georgia,GBR,UK,VR
Georgia,USA,USA,VR
Georgia,URY,Uruguay,90
Georgia,UZB,Uzbekistan,VF
Georgia,VUT,Vanuatu,VR
Georgia,VAT,Vatican,90
Georgia,VEN,Venezuela,VR
Georgia,VNM,Vietnam,ETA
Georgia,YEM,Yemen,VR
Georgia,ZMB,Zambia,ETA
Georgia,ZWE,Zimbabwe,ETA
Germany,AFG,Afghanistan,VR
Germany,ALB,Albania,90
Germany,DZA,Algeria,VR
Germany,AND,Andorra,VF
Germany,AGO,Angola,ETA
Germany,ATG,Antigua and Barbuda,180
Germany,ARG,Argentina,90
Germany,ARM,Armenia,180
Germany,AUS,Australia,VOA
Germany,AUT,Austria,VF
Germany,AZE,Azerbaijan,ETA
Germany,BHS,Bahamas,90
Germany,BHR,Bahrain,ETA
Germany,BGD,Bangladesh,ETA
Germany,BRB,Barbados,90
Germany,BLR,Belarus,30
Germany,BEL,Belgium,VF
Germany,BLZ,Belize,VF
Germany,BEN,Benin,VR
Germany,BTN,Bhutan,VR
Germany,BOL,Bolivia,90
Germany,BIH,Bosnia and Herzegovina,90
Germany,BWA,Botswana,90
Germany,BRA,Brazil,90
Germany,BRN,Brunei,90
Germany,BGR,Bulgaria,VF
Germany,BFA,Burkina Faso,ETA
Germany,BDI,Burundi,VR
Germany,KHM,Cambodia,ETA
Germany,CMR,Cameroon,VR
Germany,CAN,Canada,VOA
Germany,CPV,Cape Verde,30
Germany,CAF,Central African Republic,VR
Germany,TCD,Chad,VR
Germany,CHL,Chile,90
Germany,CHN,China,VR
Germany,COL,Colombia,90
Germany,COM,Comoros,ETA
Germany,COG,Republic of Congo,VR
Germany,CRI,Costa Rica,90
Germany,HRV,Croatia,VF
Germany,CUB,Cuba,ETA
Germany,CYP,Cyprus,VF
Germany,CZE,Czech Republic,VF
Germany,COD,Democratic Republic of the Congo,VR
Germany,DNK,Denmark,VF
Germany,DJI,Djibouti,ETA
Germany,DOM,Dominican Republic,VF
Germany,ECU,Ecuador,90
Germany,EGY,Egypt,ETA
Germany,SLV,El Salvador,90
Germany,GNQ,Equatorial Guinea,VR
Germany,ERI,Eritrea,VR
Germany,EST,Estonia,VF
Germany,ETH,Ethiopia,ETA
Germany,FJI,Fiji,120
Germany,FIN,Finland,VF
Germany,FRA,France,VF
Germany,GAB,Gabon,ETA
Germany,GMB,Gambia,90
Germany,GEO,Georgia,360
Germany,GHA,Ghana,VR
Germany,GRC,Greece,VF
Germany,GRD,Grenada,90
Germany,GTM,Guatemala,90
Germany,GIN,Guinea,ETA
Germany,GUY,Guyana,90
Germany,HTI,Haiti,90
Germany,HND,Honduras,90
Germany,HKG,China:Hong Kong,90
Germany,HUN,Hungary,VF
Germany,ISL,Iceland,VF
Germany,IND,India,VOA
Germany,IDN,Indonesia,30
Germany,IRN,Iran,ETA
Germany,IRQ,Iraq,VR
Germany,IRL,Ireland,VF
Germany,ISR,Israel,90
Germany,ITA,Italy,VF
Germany,CIV,Ivory Coast,VOA
Germany,JAM,Jamaica,90
Germany,JPN,Japan,90
Germany,JOR,Jordan,ETA
Germany,KAZ,Kazakhstan,30
Germany,KEN,Kenya,ETA
Germany,KIR,Kiribati,120
Germany,KWT,Kuwait,ETA
Germany,KGZ,Kyrgyzstan,60
Germany,LAO,Laos,ETA
Germany,LVA,Latvia,VF
Germany,LBN,Lebanon,ETA
Germany,LSO,Lesotho,14
Germany,LBR,Liberia,VR
Germany,LBY,Libya,VR
Germany,LIE,Liechtenstein,VF
Germany,LTU,Lithuania,VF
Germany,LUX,Luxembourg,VF
Germany,MAC,China:Macao,90
Germany,MDG,Madagascar,ETA
Germany,MWI,Malawi,ETA
Germany,MYS,Malaysia,90
Germany,MDV,Maldives,ETA
Germany,MLI,Mali,VR
Germany,MLT,Malta,VF
Germany,MHL,Marshall Islands,90
Germany,MRT,Mauritania,ETA
Germany,MUS,Mauritius,90
Germany,MEX,Mexico,180
Germany,FSM,Micronesia,90
Germany,MDA,Moldova,90
Germany,MCO,Monaco,VF
Germany,MNG,Mongolia,30
Germany,MNE,Montenegro,90
Germany,MAR,Morocco,90
Germany,MOZ,Mozambique,ETA
Germany,MMR,Myanmar,ETA
Germany,NAM,Namibia,90
Germany,NRU,Nauru,VR
Germany,NPL,Nepal,ETA
Germany,NLD,Netherlands,VF
Germany,NZL,New Zealand,VOA
Germany,NIC,Nicaragua,90
Germany,NGA,Nigeria,ETA
Germany,PRK,North Korea,VR
Germany,MKD,Macedonia,90
Germany,NOR,Norway,VF
Germany,OMN,Oman,ETA
Germany,PAK,Pakistan,ETA
Germany,PLW,Palau,90
Germany,PAN,Panama,180
Germany,PNG,Papua New Guinea,ETA
Germany,PRY,Paraguay,90
Germany,PER,Peru,90
Germany,PHL,Philippines,30
Germany,POL,Poland,VF
Germany,PRT,Portugal,VF
Germany,QAT,Qatar,90
Germany,ROU,Romania,VF
Germany,RUS,Russia,VR
Germany,RWA,Rwanda,ETA
Germany,KNA,Saint Kitts and Nevis,90
Germany,LCA,Saint Lucia,90
Germany,VCT,Saint Vincent and the Grenadines,90
Germany,WSM,Samoa,90
Germany,SMR,San Marino,VF
Germany,STP,Sao Tome and Principe,15
Germany,SAU,Saudi Arabia,ETA
Germany,SEN,Senegal,90
Germany,SRB,Serbia,90
Germany,SYC,Seychelles,ETA
Germany,SLE,Sierra Leone,ETA
Germany,SGP,Singapore,90
Germany,SVK,Slovakia,VF
Germany,SVN,Slovenia,VF
Germany,SLB,Solomon Islands,90
Germany,SOM,Somalia,ETA
Germany,ZAF,South Africa,90
Germany,KOR,South Korea,90
Germany,ESP,Spain,VF
Germany,LKA,Sri Lanka,VOA
Germany,SDN,Sudan,VR
Germany,SUR,Suriname,ETA
Germany,SWZ,Swaziland,30
Germany,SWE,Sweden,VF
Germany,CHE,Switzerland,VF
Germany,SYR,Syria,VR
Germany,TWN,Taiwan,90
Germany,TJK,Tajikistan,ETA
Germany,TZA,Tanzania,ETA
Germany,THA,Thailand,30
Germany,TLS,Timor-Leste,90
Germany,TGO,Togo,ETA
Germany,TON,Tonga,90
